date,country,country_code,age_group,deaths,source_sheet
2025-04-01,Guatemala,GTM,65+,0,Datos GT
2025-02-01,Guatemala,GTM,65+,0,Datos GT
2025-04-01,Guatemala,GTM,0 a 4,1,Datos GT
2025-06-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-04-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-06-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-05-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-07-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-06-01,Guatemala,GTM,65+,0,Datos GT
2025-07-01,Guatemala,GTM,65+,0,Datos GT
2025-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-07-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-08-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-08-01,Guatemala,GTM,65+,0,Datos GT
2025-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-05-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-05-01,Guatemala,GTM,65+,0,Datos GT
2025-08-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-08-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-01-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-03-01,Guatemala,GTM,0 a 4,1,Datos GT
2025-03-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-02-01,Guatemala,GTM,15 a 64,0,Datos GT
2025-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2025-03-01,Guatemala,GTM,65+,0,Datos GT
2025-06-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-07-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-01-01,Guatemala,GTM,65+,0,Datos GT
2025-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2025-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-08-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-03-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-08-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-02-01,Guatemala,GTM,65+,0,Datos GT
2024-07-01,Guatemala,GTM,65+,0,Datos GT
2024-01-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-06-01,Guatemala,GTM,65+,0,Datos GT
2024-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-10-01,Guatemala,GTM,65+,0,Datos GT
2024-04-01,Guatemala,GTM,65+,0,Datos GT
2024-04-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-06-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-06-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-12-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-11-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-10-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-09-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-08-01,Guatemala,GTM,65+,0,Datos GT
2024-07-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-07-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-10-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-09-01,Guatemala,GTM,65+,0,Datos GT
2024-03-01,Guatemala,GTM,65+,1,Datos GT
2024-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-09-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-02-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-08-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-05-01,Guatemala,GTM,65+,0,Datos GT
2024-05-01,Guatemala,GTM,15 a 64,1,Datos GT
2024-05-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-04-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-06-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-03-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-01-01,Guatemala,GTM,65+,0,Datos GT
2024-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-07-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-09-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-10-01,Guatemala,GTM,15 a 64,0,Datos GT
2024-11-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-12-01,Guatemala,GTM,65+,0,Datos GT
2024-12-01,Guatemala,GTM,5 a 14,0,Datos GT
2024-12-01,Guatemala,GTM,0 a 4,0,Datos GT
2024-11-01,Guatemala,GTM,65+,0,Datos GT
2024-11-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-03-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-05-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-01-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-05-01,Guatemala,GTM,65+,0,Datos GT
2023-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-03-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-09-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-10-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-10-01,Guatemala,GTM,65+,0,Datos GT
2023-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-11-01,Guatemala,GTM,65+,0,Datos GT
2023-01-01,Guatemala,GTM,65+,0,Datos GT
2023-12-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-02-01,Guatemala,GTM,65+,0,Datos GT
2023-07-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-06-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-06-01,Guatemala,GTM,65+,0,Datos GT
2023-04-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-11-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-04-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-11-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-05-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-12-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-07-01,Guatemala,GTM,65+,0,Datos GT
2023-08-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-02-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-08-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-08-01,Guatemala,GTM,65+,0,Datos GT
2023-06-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-10-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-06-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-12-01,Guatemala,GTM,65+,0,Datos GT
2023-07-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-09-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-09-01,Guatemala,GTM,65+,0,Datos GT
2023-10-01,Guatemala,GTM,15 a 64,0,Datos GT
2023-11-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-12-01,Guatemala,GTM,5 a 14,0,Datos GT
2023-09-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-03-01,Guatemala,GTM,65+,0,Datos GT
2023-04-01,Guatemala,GTM,65+,0,Datos GT
2023-07-01,Guatemala,GTM,0 a 4,0,Datos GT
2023-08-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-09-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-08-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-01-01,Guatemala,GTM,65+,0,Datos GT
2022-08-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-07-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-11-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-07-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-11-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-06-01,Guatemala,GTM,65+,0,Datos GT
2022-10-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-05-01,Guatemala,GTM,65+,0,Datos GT
2022-09-01,Guatemala,GTM,65+,0,Datos GT
2022-04-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-08-01,Guatemala,GTM,65+,0,Datos GT
2022-12-01,Guatemala,GTM,65+,0,Datos GT
2022-03-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-07-01,Guatemala,GTM,65+,0,Datos GT
2022-12-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-02-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-09-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-02-01,Guatemala,GTM,65+,0,Datos GT
2022-03-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-12-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-10-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-09-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-08-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-07-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-04-01,Guatemala,GTM,65+,0,Datos GT
2022-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-04-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-03-01,Guatemala,GTM,65+,0,Datos GT
2022-12-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-11-01,Guatemala,GTM,65+,0,Datos GT
2022-10-01,Guatemala,GTM,65+,0,Datos GT
2022-06-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-11-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-01-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-06-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-10-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2022-06-01,Guatemala,GTM,0 a 4,0,Datos GT
2022-05-01,Guatemala,GTM,15 a 64,0,Datos GT
2022-05-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-08-01,Guatemala,GTM,0 a 4,3,Datos GT
2021-02-01,Guatemala,GTM,15 a 64,112,Datos GT
2021-07-01,Guatemala,GTM,15 a 64,117,Datos GT
2021-07-01,Guatemala,GTM,5 a 14,1,Datos GT
2021-01-01,Guatemala,GTM,65+,81,Datos GT
2021-06-01,Guatemala,GTM,65+,65,Datos GT
2021-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-05-01,Guatemala,GTM,15 a 64,52,Datos GT
2021-04-01,Guatemala,GTM,65+,80,Datos GT
2021-05-01,Guatemala,GTM,0 a 4,1,Datos GT
2021-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-03-01,Guatemala,GTM,65+,210,Datos GT
2021-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-03-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-08-01,Guatemala,GTM,15 a 64,154,Datos GT
2021-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-09-01,Guatemala,GTM,65+,132,Datos GT
2021-08-01,Guatemala,GTM,5 a 14,3,Datos GT
2021-07-01,Guatemala,GTM,65+,86,Datos GT
2021-12-01,Guatemala,GTM,15 a 64,0,Datos GT
2021-12-01,Guatemala,GTM,65+,0,Datos GT
2021-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-07-01,Guatemala,GTM,0 a 4,1,Datos GT
2021-11-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-12-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-01-01,Guatemala,GTM,15 a 64,80,Datos GT
2021-06-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-12-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-06-01,Guatemala,GTM,15 a 64,100,Datos GT
2021-09-01,Guatemala,GTM,5 a 14,1,Datos GT
2021-11-01,Guatemala,GTM,15 a 64,0,Datos GT
2021-05-01,Guatemala,GTM,65+,46,Datos GT
2021-09-01,Guatemala,GTM,15 a 64,184,Datos GT
2021-10-01,Guatemala,GTM,0 a 4,1,Datos GT
2021-03-01,Guatemala,GTM,15 a 64,222,Datos GT
2021-10-01,Guatemala,GTM,15 a 64,30,Datos GT
2021-02-01,Guatemala,GTM,65+,102,Datos GT
2021-10-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-10-01,Guatemala,GTM,65+,27,Datos GT
2021-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-11-01,Guatemala,GTM,65+,0,Datos GT
2021-11-01,Guatemala,GTM,5 a 14,0,Datos GT
2021-09-01,Guatemala,GTM,0 a 4,3,Datos GT
2021-08-01,Guatemala,GTM,65+,104,Datos GT
2021-06-01,Guatemala,GTM,0 a 4,0,Datos GT
2021-04-01,Guatemala,GTM,15 a 64,99,Datos GT
2021-04-01,Guatemala,GTM,0 a 4,2,Datos GT
2020-06-01,Guatemala,GTM,15 a 64,512,Datos GT
2020-02-01,Guatemala,GTM,5 a 14,0,Datos GT
2020-03-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-01-01,Guatemala,GTM,65+,0,Datos GT
2020-04-01,Guatemala,GTM,65+,11,Datos GT
2020-02-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-02-01,Guatemala,GTM,15 a 64,0,Datos GT
2020-01-01,Guatemala,GTM,15 a 64,0,Datos GT
2020-04-01,Guatemala,GTM,15 a 64,6,Datos GT
2020-01-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-01-01,Guatemala,GTM,5 a 14,0,Datos GT
2020-05-01,Guatemala,GTM,65+,94,Datos GT
2020-03-01,Guatemala,GTM,15 a 64,2,Datos GT
2020-08-01,Guatemala,GTM,15 a 64,349,Datos GT
2020-10-01,Guatemala,GTM,5 a 14,3,Datos GT
2020-12-01,Guatemala,GTM,0 a 4,1,Datos GT
2020-05-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-07-01,Guatemala,GTM,5 a 14,2,Datos GT
2020-10-01,Guatemala,GTM,15 a 64,144,Datos GT
2020-11-01,Guatemala,GTM,0 a 4,1,Datos GT
2020-04-01,Guatemala,GTM,5 a 14,0,Datos GT
2020-07-01,Guatemala,GTM,15 a 64,599,Datos GT
2020-10-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-10-01,Guatemala,GTM,65+,131,Datos GT
2020-04-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-06-01,Guatemala,GTM,65+,254,Datos GT
2020-08-01,Guatemala,GTM,5 a 14,2,Datos GT
2020-09-01,Guatemala,GTM,15 a 64,196,Datos GT
2020-03-01,Guatemala,GTM,5 a 14,0,Datos GT
2020-03-01,Guatemala,GTM,65+,1,Datos GT
2020-07-01,Guatemala,GTM,65+,478,Datos GT
2020-02-01,Guatemala,GTM,65+,0,Datos GT
2020-09-01,Guatemala,GTM,0 a 4,2,Datos GT
2020-05-01,Guatemala,GTM,15 a 64,207,Datos GT
2020-05-01,Guatemala,GTM,5 a 14,0,Datos GT
2020-09-01,Guatemala,GTM,5 a 14,1,Datos GT
2020-12-01,Guatemala,GTM,5 a 14,2,Datos GT
2020-11-01,Guatemala,GTM,5 a 14,2,Datos GT
2020-11-01,Guatemala,GTM,15 a 64,132,Datos GT
2020-09-01,Guatemala,GTM,65+,187,Datos GT
2020-08-01,Guatemala,GTM,65+,305,Datos GT
2020-08-01,Guatemala,GTM,0 a 4,0,Datos GT
2020-07-01,Guatemala,GTM,0 a 4,2,Datos GT
2020-12-01,Guatemala,GTM,65+,117,Datos GT
2020-06-01,Guatemala,GTM,5 a 14,4,Datos GT
2020-12-01,Guatemala,GTM,15 a 64,108,Datos GT
2020-06-01,Guatemala,GTM,0 a 4,2,Datos GT
2020-11-01,Guatemala,GTM,65+,130,Datos GT
2025-08-01,Kuwait,KWT,65+,0,Mundial
2025-03-01,Hungary,HUN,65+,0,Mundial
2025-08-01,Hungary,HUN,65+,0,Mundial
2025-04-01,Hungary,HUN,15 a 64,0,Mundial
2025-04-01,Hungary,HUN,65+,0,Mundial
2025-07-01,Hungary,HUN,0 a 4,0,Mundial
2025-07-01,Hungary,HUN,5 a 14,0,Mundial
2025-08-01,Hungary,HUN,0 a 4,0,Mundial
2025-08-01,Hungary,HUN,5 a 14,0,Mundial
2025-05-01,Iceland,ISL,0 a 4,0,Mundial
2025-05-01,Iceland,ISL,15 a 64,0,Mundial
2025-01-01,Iceland,ISL,0 a 4,0,Mundial
2025-05-01,Iceland,ISL,65+,0,Mundial
2025-03-01,Hungary,HUN,15 a 64,0,Mundial
2025-01-01,Iceland,ISL,15 a 64,0,Mundial
2025-01-01,Iceland,ISL,5 a 14,0,Mundial
2025-06-01,Iceland,ISL,15 a 64,0,Mundial
2025-01-01,Iceland,ISL,65+,0,Mundial
2025-06-01,Iceland,ISL,5 a 14,0,Mundial
2025-02-01,Iceland,ISL,0 a 4,0,Mundial
2025-06-01,Iceland,ISL,65+,0,Mundial
2025-02-01,Iceland,ISL,5 a 14,0,Mundial
2025-02-01,Iceland,ISL,65+,0,Mundial
2025-03-01,Iceland,ISL,0 a 4,0,Mundial
2025-03-01,Iceland,ISL,15 a 64,0,Mundial
2025-03-01,Iceland,ISL,5 a 14,0,Mundial
2025-02-01,Iceland,ISL,15 a 64,0,Mundial
2025-06-01,Iceland,ISL,0 a 4,0,Mundial
2025-03-01,Iceland,ISL,65+,0,Mundial
2025-08-01,Hungary,HUN,15 a 64,0,Mundial
2025-02-01,Hungary,HUN,15 a 64,0,Mundial
2025-04-01,Honduras,HND,15 a 64,0,Mundial
2025-07-01,Honduras,HND,65+,0,Mundial
2025-04-01,Honduras,HND,65+,0,Mundial
2025-05-01,Honduras,HND,15 a 64,0,Mundial
2025-05-01,Honduras,HND,65+,0,Mundial
2025-08-01,Honduras,HND,0 a 4,0,Mundial
2025-01-01,Hungary,HUN,65+,4,Mundial
2025-05-01,Hungary,HUN,0 a 4,0,Mundial
2025-05-01,Hungary,HUN,15 a 64,0,Mundial
2025-05-01,Hungary,HUN,5 a 14,0,Mundial
2025-05-01,Hungary,HUN,65+,0,Mundial
2025-01-01,Hungary,HUN,0 a 4,0,Mundial
2025-02-01,Hungary,HUN,65+,0,Mundial
2025-06-01,Hungary,HUN,0 a 4,0,Mundial
2025-06-01,Hungary,HUN,15 a 64,0,Mundial
2025-02-01,Hungary,HUN,0 a 4,0,Mundial
2025-06-01,Hungary,HUN,5 a 14,0,Mundial
2025-02-01,Hungary,HUN,5 a 14,0,Mundial
2025-06-01,Hungary,HUN,65+,0,Mundial
2025-03-01,Hungary,HUN,0 a 4,0,Mundial
2025-03-01,Hungary,HUN,5 a 14,0,Mundial
2025-04-01,Hungary,HUN,0 a 4,0,Mundial
2025-04-01,Hungary,HUN,5 a 14,0,Mundial
2025-07-01,Hungary,HUN,15 a 64,0,Mundial
2025-01-01,Hungary,HUN,15 a 64,0,Mundial
2025-07-01,Hungary,HUN,65+,0,Mundial
2025-01-01,Hungary,HUN,5 a 14,0,Mundial
2025-07-01,Honduras,HND,5 a 14,0,Mundial
2025-04-01,Iceland,ISL,15 a 64,0,Mundial
2025-04-01,Iceland,ISL,0 a 4,0,Mundial
2025-03-01,India,IND,0 a 4,0,Mundial
2025-03-01,India,IND,15 a 64,0,Mundial
2025-04-01,India,IND,0 a 4,0,Mundial
2025-03-01,India,IND,5 a 14,0,Mundial
2025-07-01,India,IND,15 a 64,0,Mundial
2025-04-01,India,IND,15 a 64,0,Mundial
2025-07-01,India,IND,5 a 14,0,Mundial
2025-04-01,India,IND,5 a 14,0,Mundial
2025-07-01,India,IND,65+,0,Mundial
2025-08-01,India,IND,15 a 64,0,Mundial
2025-08-01,India,IND,5 a 14,0,Mundial
2025-08-01,India,IND,65+,0,Mundial
2025-02-01,India,IND,5 a 14,0,Mundial
2025-05-01,Indonesia,IDN,15 a 64,0,Mundial
2025-07-01,Indonesia,IDN,0 a 4,0,Mundial
2025-07-01,Indonesia,IDN,5 a 14,0,Mundial
2025-07-01,Indonesia,IDN,65+,0,Mundial
2025-08-01,Indonesia,IDN,5 a 14,0,Mundial
2025-08-01,Indonesia,IDN,65+,0,Mundial
2025-01-01,Indonesia,IDN,65+,0,Mundial
2025-02-01,Indonesia,IDN,65+,0,Mundial
2025-03-01,Indonesia,IDN,65+,0,Mundial
2025-04-01,Indonesia,IDN,65+,0,Mundial
2025-05-01,Indonesia,IDN,0 a 4,0,Mundial
2025-06-01,Indonesia,IDN,0 a 4,0,Mundial
2025-07-01,Indonesia,IDN,15 a 64,0,Mundial
2025-06-01,Indonesia,IDN,15 a 64,0,Mundial
2025-05-01,Iceland,ISL,5 a 14,0,Mundial
2025-02-01,India,IND,0 a 4,0,Mundial
2025-01-01,India,IND,5 a 14,0,Mundial
2025-07-01,Iceland,ISL,65+,0,Mundial
2025-07-01,Iceland,ISL,0 a 4,0,Mundial
2025-08-01,Iceland,ISL,65+,0,Mundial
2025-04-01,Iceland,ISL,5 a 14,0,Mundial
2025-07-01,Iceland,ISL,5 a 14,0,Mundial
2025-04-01,Iceland,ISL,65+,0,Mundial
2025-08-01,Iceland,ISL,5 a 14,0,Mundial
2025-07-01,Iceland,ISL,15 a 64,0,Mundial
2025-08-01,Iceland,ISL,0 a 4,0,Mundial
2025-08-01,Iceland,ISL,15 a 64,0,Mundial
2025-01-01,India,IND,65+,0,Mundial
2025-02-01,India,IND,65+,0,Mundial
2025-02-01,India,IND,15 a 64,0,Mundial
2025-03-01,India,IND,65+,0,Mundial
2025-04-01,India,IND,65+,0,Mundial
2025-05-01,India,IND,5 a 14,0,Mundial
2025-05-01,India,IND,15 a 64,0,Mundial
2025-05-01,India,IND,65+,0,Mundial
2025-06-01,India,IND,15 a 64,0,Mundial
2025-06-01,India,IND,0 a 4,0,Mundial
2025-07-01,India,IND,0 a 4,0,Mundial
2025-06-01,India,IND,5 a 14,0,Mundial
2025-08-01,India,IND,0 a 4,0,Mundial
2025-06-01,India,IND,65+,0,Mundial
2025-01-01,India,IND,0 a 4,0,Mundial
2025-01-01,India,IND,15 a 64,0,Mundial
2025-05-01,India,IND,0 a 4,0,Mundial
2025-08-01,Indonesia,IDN,15 a 64,0,Mundial
2025-03-01,Honduras,HND,5 a 14,0,Mundial
2025-07-01,Honduras,HND,15 a 64,0,Mundial
2025-05-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-06-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-06-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-04-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-05-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-05-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-06-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-06-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-07-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-08-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-01-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-02-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-07-01,Haiti,HTI,5 a 14,0,Mundial
2025-03-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-05-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-07-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-01-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-07-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-01-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-08-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-01-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-08-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-02-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-02-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-02-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-03-01,Heard Island and McDonald Islands,HMD,0 a 4,0,Mundial
2025-04-01,Heard Island and McDonald Islands,HMD,15 a 64,0,Mundial
2025-03-01,Heard Island and McDonald Islands,HMD,5 a 14,0,Mundial
2025-06-01,Haiti,HTI,0 a 4,0,Mundial
2025-05-01,Haiti,HTI,0 a 4,0,Mundial
2025-05-01,Haiti,HTI,5 a 14,0,Mundial
2025-06-01,Haiti,HTI,15 a 64,0,Mundial
2025-06-01,Haiti,HTI,5 a 14,0,Mundial
2025-07-01,Haiti,HTI,65+,0,Mundial
2025-08-01,Haiti,HTI,65+,0,Mundial
2025-01-01,Haiti,HTI,15 a 64,0,Mundial
2025-01-01,Haiti,HTI,5 a 14,0,Mundial
2025-02-01,Haiti,HTI,15 a 64,0,Mundial
2025-02-01,Haiti,HTI,5 a 14,0,Mundial
2025-03-01,Haiti,HTI,15 a 64,0,Mundial
2025-03-01,Haiti,HTI,5 a 14,0,Mundial
2025-04-01,Haiti,HTI,15 a 64,0,Mundial
2025-05-01,Haiti,HTI,15 a 64,0,Mundial
2025-04-01,Haiti,HTI,5 a 14,0,Mundial
2025-06-01,Haiti,HTI,65+,0,Mundial
2025-07-01,Haiti,HTI,0 a 4,0,Mundial
2025-08-01,Haiti,HTI,0 a 4,0,Mundial
2025-08-01,Haiti,HTI,5 a 14,0,Mundial
2025-01-01,Haiti,HTI,0 a 4,0,Mundial
2025-02-01,Haiti,HTI,0 a 4,0,Mundial
2025-02-01,Haiti,HTI,65+,0,Mundial
2025-03-01,Haiti,HTI,0 a 4,0,Mundial
2025-04-01,Haiti,HTI,0 a 4,0,Mundial
2025-04-01,Haiti,HTI,65+,0,Mundial
2025-07-01,Haiti,HTI,15 a 64,0,Mundial
2025-08-01,Haiti,HTI,15 a 64,0,Mundial
2025-05-01,Haiti,HTI,65+,0,Mundial
2025-07-01,Honduras,HND,0 a 4,0,Mundial
2025-03-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-04-01,Heard Island and McDonald Islands,HMD,65+,0,Mundial
2025-03-01,Holy See,VAT,65+,0,Mundial
2025-04-01,Holy See,VAT,15 a 64,0,Mundial
2025-04-01,Holy See,VAT,5 a 14,0,Mundial
2025-04-01,Holy See,VAT,65+,0,Mundial
2025-01-01,Honduras,HND,0 a 4,0,Mundial
2025-01-01,Honduras,HND,5 a 14,0,Mundial
2025-02-01,Honduras,HND,15 a 64,0,Mundial
2025-04-01,Honduras,HND,0 a 4,0,Mundial
2025-05-01,Honduras,HND,0 a 4,0,Mundial
2025-01-01,Honduras,HND,15 a 64,0,Mundial
2025-08-01,Honduras,HND,15 a 64,0,Mundial
2025-02-01,Honduras,HND,0 a 4,0,Mundial
2025-03-01,Holy See,VAT,5 a 14,0,Mundial
2025-08-01,Honduras,HND,5 a 14,0,Mundial
2025-08-01,Honduras,HND,65+,0,Mundial
2025-02-01,Honduras,HND,65+,0,Mundial
2025-06-01,Honduras,HND,0 a 4,0,Mundial
2025-01-01,Honduras,HND,65+,0,Mundial
